run_id	timestamp	benchmark_id	candidate_label	description	mutable_surface	git_sha	mutable_surface_sha256	selected_variant	benchmark_score	brier	ece	log_loss	status	decision_reason	warmup_rows	holdout_rows	packet_json	packet_md	mutation_cmd
1	2026-03-08T08:21:02Z	calibration_v1	baseline	freeze calibration benchmark baseline	bot/adaptive_platt.py	32a452964b7e461ac82d408c82c6b3fee53d98ee	de4ce61a16a9f8ed4396a1e343eac72d875b94cb89e5442f4f24d766d2278d08	rolling_100	-0.235722	0.222686	0.052142	0.635115	keep	baseline_frontier	372	160	research/results/calibration/packets/run_0001_baseline.json	research/results/calibration/packets/run_0001_baseline.md	
